title,author,publicationName,cover_date,scopus_id,cited_by_count,open_access
Data science and its future in large neuroscience collaborations,Schottdorf M.,Neuron,2024-09-25,SCOPUS_ID:85205151618,0,False
Interactive Data Science Hub with Chatbot,Gayathri S.,"2nd International Conference on Emerging Trends in Information Technology and Engineering, ic-ETITE 2024",2024-01-01,SCOPUS_ID:85192548215,0,False
Computational coherent Raman scattering imaging: breaking physical barriers by fusion of advanced instrumentation and data science,Lin H.,eLight,2023-12-01,SCOPUS_ID:85153775814,28,True
MULTI-FACTOR FORECASTING OF STATISTICAL TRENDS FOR DATA SCIENCE PROBLEMS,Pysarchuk O.O.,System Research and Information Technologies,2024-06-28,SCOPUS_ID:85204033308,0,True
Data science in cargo transportation: Change in driver behavior after the implementation of a telemetry tool,de Medeiros Carvalho A.F.,Enhancing Business Communications and Collaboration Through Data Science Applications,2023-03-21,SCOPUS_ID:85162873361,0,False
Meet industry needs in the big data era: Data science curricula development,Yu L.,Data-Driven Intelligent Business Sustainability,2023-12-05,SCOPUS_ID:85182290260,0,False
Application of data science and bioinformatics in RNA therapeutics,Thi H.V.,Progress in Molecular Biology and Translational Science,2024-01-01,SCOPUS_ID:85184229631,1,False
Ensuring Data Science and Its Applications Benefit Humanity: Data Monetization and the Right to Science,Lamchek J.S.,Human Rights Law Review,2023-09-01,SCOPUS_ID:85168103168,1,True
Learning from Machine Learning and Teaching with Machine Teaching: Using Lessons from Data Science to Enhance Collegiate Classrooms,Buccafusca L.,"ASEE Annual Conference and Exposition, Conference Proceedings",2023-06-25,SCOPUS_ID:85172168321,0,False
Unravelling the skills of data scientists: A text mining analysis of Dutch university master programs in data science and artificial intelligence,Mol M.J.,PLoS ONE,2024-02-01,SCOPUS_ID:85186285704,0,True
"Trans-AI/DS: transformative, transdisciplinary and translational artificial intelligence and data science",Cao L.,International Journal of Data Science and Analytics,2023-03-01,SCOPUS_ID:85148504823,10,True
The student staffing advantage: Data Science Consulting Service at NC State University Libraries,Marchesoni J.,Stat,2024-06-01,SCOPUS_ID:85194571147,1,True
Beyond Use-Cases: A Participatory Approach to Envisioning Data Science in Law Enforcement,Kearney C.,"2024 ACM Conference on Fairness, Accountability, and Transparency, FAccT 2024",2024-06-03,SCOPUS_ID:85196656494,0,True
A New Data Science Model With Supervised Learning and its Application on Pesticide Poisoning Diagnosis in Rural Workers,Carvalho J.C.S.,IEEE Access,2024-01-01,SCOPUS_ID:85187988819,0,True
Damage Identification for Railway Tracks Using Onboard Monitoring Systems in In-Service Vehicles and Data Science,Traquinho N.,Machines,2023-10-01,SCOPUS_ID:85175070926,2,True
Data science for next-generation recommender systems,Wang S.,International Journal of Data Science and Analytics,2023-08-01,SCOPUS_ID:85163661334,10,True
Data science for job market analysis: A survey on applications and techniques,Rahhal I.,Expert Systems with Applications,2024-10-01,SCOPUS_ID:85191590160,0,False
Interoperable slide microscopy viewer and annotation tool for imaging data science and computational pathology,Gorman C.,Nature Communications,2023-12-01,SCOPUS_ID:85150839980,9,True
Data science basis and influencing factors for the evaluation of environmental safety perception in Macau parishes,Pan C.,Advances in Continuous and Discrete Models,2024-12-01,SCOPUS_ID:85205948328,0,True
Data science in drug discovery safety: Challenges and opportunities,Coltman N.J.,Experimental Biology and Medicine,2023-11-01,SCOPUS_ID:85179342434,1,True
Development of a Modularized Undergraduate Data Science and Big Data Curricular Using No-Code Software Development Tools,Mafukidze H.D.,IEEE Access,2024-01-01,SCOPUS_ID:85199024681,0,True
Applied Data Science and Smart Systems,,AIP Conference Proceedings,2023-12-05,SCOPUS_ID:85181575671,0,False
Artificial Intelligence and Data Science for Healthcare: Bridging Data-Centric AI and People-Centric Healthcare,Hong S.,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2024-08-25,SCOPUS_ID:85203715118,0,False
Exploring the usage of data science techniques for assessment and prediction of fashion retail-a case study approach,Rout D.,"Artificial Intelligence and Data Science in Recommendation System: Current Trends, Technologies, and Applications",2023-08-17,SCOPUS_ID:85206998708,0,False
"Transforming earth science and engineering: the power of artificial intelligence, data science and machine learning",Sajeev R.,Current Science,2024-01-01,SCOPUS_ID:85200962729,0,False
“Transfer Learning” for Bridging the Gap Between Data Sciences and the Deep Learning,Sohail A.,Annals of Data Science,2024-02-01,SCOPUS_ID:85127282785,9,False
Revolutionizing Energetic Materials Discovery and Design: The Role of Data Science and Machine Learning,Gee R.,"Propellants, Explosives, Pyrotechnics",2023-03-01,SCOPUS_ID:85151969829,1,True
Data science in economics and finance: Introduction,Cattaneo M.D.,Journal of Econometrics,2024-02-01,SCOPUS_ID:85181145796,0,False
A mathematical formula of plasticity: Measuring susceptibility to change in mental health and data science,Branchi I.,Neuroscience and Biobehavioral Reviews,2023-09-01,SCOPUS_ID:85160864986,1,False
Design of tools and learning environments for equitable computer science + data science education,Grover S.,Improving Equity in Data Science: Re-Imagining the Teaching and Learning of Data in K-16 Classrooms,2024-06-03,SCOPUS_ID:85193505084,1,False
Digital transformation from data science: A source of organizational agility,Jamil G.L.,Enhancing Business Communications and Collaboration Through Data Science Applications,2023-03-21,SCOPUS_ID:85162926385,0,False
Predictive Modeling and Decision-Making in Data Science: A Comparative Study,Valli L.N.,"5th International Conference on Recent Trends in Computer Science and Technology, ICRTCST 2024 - Proceedings",2024-01-01,SCOPUS_ID:85199317090,0,False
Ten simple rules for building and maintaining a responsible data science workflow,Stoudt S.,PLoS Computational Biology,2024-07-01,SCOPUS_ID:85198968530,0,True
Revolutionizing Business and Society: The Transformative Impacts of Data Science,Tripathi D.R.,Nanotechnology Perceptions,2024-01-01,SCOPUS_ID:85202717817,0,False
"The past, the present, and the future of information and data sciences: A pragmatic view",Shah C.,Data and Information Management,2023-04-01,SCOPUS_ID:85148710820,3,True
Exploring the effectiveness of coding education methods and their impact on the data science job market requirements: A systematic review,Thalpage N.S.,"STEM: A Multi-Disciplinary Approach to Integrate Pedagogies, Inculcate Innovations and Connections",2023-12-11,SCOPUS_ID:85183516727,0,False
Data Science for E-Commerce Buyer Segmentation and Personalization of Ads,Shrivastava V.,"2024 2nd World Conference on Communication and Computing, WCONF 2024",2024-01-01,SCOPUS_ID:85207410430,0,False
Data Analytics and Data Science: Unlocking the Open Data Potential of Smart Cities,de Magalhães Santos L.G.,Lecture Notes in Business Information Processing,2024-01-01,SCOPUS_ID:85190438034,0,False
"Author Correction: The IPDGC/GP2 Hackathon - an open science event for training in data science, genomics, and collaboration using Parkinson’s disease data (npj Parkinson's Disease, (2023), 9, 1, (33), 10.1038/s41531-023-00472-6)",Leonard H.L.,npj Parkinson's Disease,2023-12-01,SCOPUS_ID:85160422112,0,True
Bolstering integrity in environmental data science and machine learning requires understanding socioecological inequity,Bozeman J.F.,Frontiers of Environmental Science and Engineering,2024-05-01,SCOPUS_ID:85185216591,3,False
How Can Data Science Contribute to Understanding the Khipu Code?,Medrano M.,Latin American Antiquity,2024-01-01,SCOPUS_ID:85192806372,2,False
Artificial Intelligence for Urology Research: The Holy Grail of Data Science or Pandora’s Box of Misinformation?,Blake R.M.,Journal of Endourology,2024-08-01,SCOPUS_ID:85194151009,1,False
Data Source Selection for Integration in Data Sciences via Complex Hesitant Fuzzy Rough Multi-Attribute Decision-Making Method,Albaity M.,IEEE Access,2024-01-01,SCOPUS_ID:85200823708,0,True
A Cloud-Based Technology for Conducting In-class Exercises in Data Science and Machine Learning Courses,Pahi K.,SIGCSE 2023 - Proceedings of the 54th ACM Technical Symposium on Computer Science Education,2023-03-02,SCOPUS_ID:85149877859,1,False
"Is Data Science Transforming Biomedical Research? Evidence, Expertise, and Experiments in COVID-19 Science",Leonelli S.,Philosophy of Science,2024-12-01,SCOPUS_ID:85181668746,0,True
The Journal of Financial Data Science,Fabozzi F.A.,Journal of Financial Data Science,2023-06-01,SCOPUS_ID:85179350995,0,False
Applied Data Science and Smart Systems,Singh J.,Applied Data Science and Smart Systems,2024-01-01,SCOPUS_ID:85200199385,0,True
A Data-Science Pipeline to Enable the Interpretability of Many-Objective Feature Selection,Njoku U.F.,CEUR Workshop Proceedings,2024-01-01,SCOPUS_ID:85188562848,0,False
Gender and culture bias in letters of recommendation for computer science and data science masters programs,Zhao Y.,Scientific Reports,2023-12-01,SCOPUS_ID:85169515041,0,True
Integrating programming-based modules into a materials characterization laboratory course to reinforce data science and scientific writing,Chen E.,"ASEE Annual Conference and Exposition, Conference Proceedings",2023-06-25,SCOPUS_ID:85172131960,0,False
Data Science for Geographic Information Systems,Oliveira A.,"Proceedings - 8th International Young Engineers Forum on Electrical and Computer Engineering, YEF-ECE 2024",2024-01-01,SCOPUS_ID:85202354291,0,False
Predicting success in Cu-catalyzed C–N coupling reactions using data science,Samha M.H.,Science Advances,2024-01-01,SCOPUS_ID:85182749458,5,True
"Data Science for Advancing Environmental Science, Engineering, and Technology",Ren Z.J.,Environmental Science and Technology Letters,2023-11-14,SCOPUS_ID:85179454800,0,False
The Journal of Financial Data Science,Fabozzi F.A.,Journal of Financial Data Science,2023-12-01,SCOPUS_ID:85153528310,0,True
Tangible tools for data science education,Underwood L.,ACM International Conference Proceeding Series,2024-09-16,SCOPUS_ID:85206094671,0,False
"Special Section Guest Editorial: Integrating Remote Sensing, Machine Learning, and Data Science for Air Quality Management",Bai K.,Journal of Applied Remote Sensing,2024-01-01,SCOPUS_ID:85193041605,0,True
AI in the broader context of data science,Alvarado R.C.,Artificial Intelligence For Science: A Deep Learning Revolution,2023-03-21,SCOPUS_ID:85161949712,0,False
Understanding Risks of Data Science Failures through Sociotechnical Approach,Lahiri S.,Conference on Human Factors in Computing Systems - Proceedings,2024-05-11,SCOPUS_ID:85194147144,0,True
About JASIST special issue on “Data Science in the iField”,Zhang Y.,Journal of the Association for Information Science and Technology,2023-06-01,SCOPUS_ID:85150985573,0,False
Genetic Algorithms in the Fields of Artificial Intelligence and Data Sciences,Sohail A.,Annals of Data Science,2023-08-01,SCOPUS_ID:85113859974,110,False
"Data-Driven Sustainable Investment Strategies: Integrating ESG, Financial Data Science, and Time Series Analysis for Alpha Generation",Sorathiya A.,International Journal of Financial Studies,2024-06-01,SCOPUS_ID:85197178295,0,True
A data science approach to climate change risk assessment applied to pluvial flood occurrences for the United States and Canada,Bourget M.,ASTIN Bulletin,2024-09-01,SCOPUS_ID:85193918625,0,True
Leveraging Artificial Intelligence and Data Science for Integration of Social Determinants of Health in Emergency Medicine: Scoping Review,Abbott E.E.,JMIR Medical Informatics,2024-01-01,SCOPUS_ID:85209707163,0,True
A review on the role of statistical tools in effective functionality of data science,Goolla R.,AIP Conference Proceedings,2024-06-05,SCOPUS_ID:85196157239,0,False
"4th International Conference on Data Science and Applications, ICDSA 2023",,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85187663137,0,False
"Automated approaches, reaction parameterisation, and data science in organometallic chemistry and catalysis: towards improving synthetic chemistry and accelerating mechanistic understanding",Smith S.C.,Digital Discovery,2024-05-24,SCOPUS_ID:85194157811,0,True
CODS-COMAD 2024 - Proceedings of 7th Joint International Conference on Data Science and Management of Data,,ACM International Conference Proceeding Series,2024-01-04,SCOPUS_ID:85183618429,0,False
Data Science in the Field of Health,Kulan H.,"Studies in Systems, Decision and Control",2024-01-01,SCOPUS_ID:85182496079,0,False
"2024 IEEE 11th International Conference on Data Science and Advanced Analytics, DSAA 2024",,"2024 IEEE 11th International Conference on Data Science and Advanced Analytics, DSAA 2024",2024-01-01,SCOPUS_ID:85209401914,0,False
Ship Diesel Engine Fault Diagnosis Using Data Science and Machine Learning,Pająk M.,Electronics (Switzerland),2023-09-01,SCOPUS_ID:85172921299,7,True
Using Data Science to Optimize Business Decisions: Toward a Better Location of a New Business,Aldhahri A.,"2024 IEEE 4th International Conference on Power, Electronics and Computer Applications, ICPECA 2024",2024-01-01,SCOPUS_ID:85189976109,0,False
Big Data for Big Investments: Making responsible and effective use of data science and AI in research councils,Holm J.,Artificial Intelligence and Evaluation: Emerging Technologies and Their Implications for Evaluation,2024-09-25,SCOPUS_ID:85205277658,4,False
New Approach to the Analysis of Manufacturing Processes with the Support of Data Science,Krajčovič M.,Processes,2024-03-01,SCOPUS_ID:85189146176,1,True
Modelling COVID-19 cases and deaths with climate variables using statistical and data science methods,Karimuzzaman M.,Soft Computing,2024-01-01,SCOPUS_ID:85210005693,0,False
AI Governance: The Role of Global Regulations in Light of the Ethical Views of Data Science Students,Trautmann L.,CEUR Workshop Proceedings,2024-01-01,SCOPUS_ID:85200760644,0,False
Applications of Data Science and Artificial Intelligence,Costa C.J.,Applied Sciences (Switzerland),2023-08-01,SCOPUS_ID:85167914055,2,True
Data science as new knowledge for governing artificial intelligence in public administrations,Falcone M.,Rivista Italiana di Informatica e Diritto,2024-07-02,SCOPUS_ID:85206854437,1,False
Infusing Data Science into Mechanical Engineering Curriculum with Course-Specific Machine Learning Modules,Xu Y.,"ASEE Annual Conference and Exposition, Conference Proceedings",2023-06-25,SCOPUS_ID:85172149530,0,False
"Correction to: Alternative feature selection with user control(International Journal of Data Science and Analytics, 10.1007/s41060-024-00527-8)",Bach J.,International Journal of Data Science and Analytics,2024-09-01,SCOPUS_ID:85193000528,0,True
Culturally Relevant Data in Teaching Statistics and Data Science Courses,Weiland T.,Journal of Statistics and Data Science Education,2024-01-01,SCOPUS_ID:85153823072,0,True
"Why data science projects fail: The harsh realities of implementing AI and analytics, without the hype",Gray D.,"Why Data Science Projects Fail: The Harsh Realities of Implementing AI and Analytics, without the Hype",2024-09-05,SCOPUS_ID:85204337114,1,False
The importance of derivative validation in data science process,Rahayu A.,AIP Conference Proceedings,2024-03-26,SCOPUS_ID:85190582596,0,True
Translational analysis of data science and causal learning in real-world clinical evaluation of traditional Chinese medicine,Yang W.,Science of Traditional Chinese Medicine,2024-03-01,SCOPUS_ID:85204157750,0,True
Regional planning: A failed or flawed project for Africa? Taking advantage of big data science on the horizon,Chirisa I.,Regional Science Policy and Practice,2024-12-01,SCOPUS_ID:85208099811,0,True
"TEACHING DATA SCIENCE to STUDENTS in BIOLOGY USING R, RSTUDIO and LEARNR: ANALYSIS of THREE YEARS DATA",Engels G.,Foundations of Data Science,2023-06-01,SCOPUS_ID:85152283279,1,True
A data science roadmap for open science organizations engaged in early-stage drug discovery,Edfeldt K.,Nature Communications,2024-12-01,SCOPUS_ID:85197510804,3,True
"2024 5th International Conference on Artificial Intelligence and Data Sciences, AiDAS 2024 - Proceedings",,"2024 5th International Conference on Artificial Intelligence and Data Sciences, AiDAS 2024 - Proceedings",2024-01-01,SCOPUS_ID:85209678650,0,False
Analysis of Soft Skills and Job Level with Data Science: A Case for Graduates of a Private University,Ramos-Pulido S.,Informatics,2023-03-01,SCOPUS_ID:85150880377,0,True
Role of data science and cybersecurity in fighting healthcare fraud,Nayak R.,Cybersecurity and Data Management Innovations for Revolutionizing Healthcare,2024-07-23,SCOPUS_ID:85203032253,0,False
The Logica System: Elevating SQL Databases to Declarative Data Science Engines,Skvortsov E.,CEUR Workshop Proceedings,2024-01-01,SCOPUS_ID:85208785427,0,False
"Research on Quantum Key, Distribution Key and Post-quantum Cryptography Key Applied Protocols for Data Science and Web Security",Shim K.S.,Journal of Web Engineering,2024-01-01,SCOPUS_ID:85209558813,0,True
A data science approach to risk assessment for automobile insurance policies,Hosein P.,International Journal of Data Science and Analytics,2024-01-01,SCOPUS_ID:85150728582,5,False
Modeling Metacognitive and Cognitive Processes in Data Science Problem Solving,Alomair M.,"Proceedings of the 37th AAAI Conference on Artificial Intelligence, AAAI 2023",2023-06-27,SCOPUS_ID:85168238056,0,False
"Decision-making on establishment of re-calibration intervals of testing, inspection or certification measurement equipment by data science",Cundeva-Blajer M.,Acta IMEKO,2023-06-01,SCOPUS_ID:85164971599,1,True
Data Silences: How to Unsilence the Uncertainties in Data Science,Muller M.,"Proceedings of the 2024 SIAM International Conference on Data Mining, SDM 2024",2024-01-01,SCOPUS_ID:85193473525,0,False
Data Science-Driven System Design with LSTM Neural Networks: A COVID-19 Perspective,Faris M.,"2024 23rd International Symposium INFOTEH-JAHORINA, INFOTEH 2024 - Proceedings",2024-01-01,SCOPUS_ID:85192200414,0,False
"Exploring salary trends in data science, artificial intelligence, and machine learning: A comprehensive analysis",Khan M.R.B.,AIP Conference Proceedings,2024-08-27,SCOPUS_ID:85203134255,0,False
Interdisciplinary Approaches to Teaching Communication and Ethics in Data Science: A Case Study,Thatcher S.,Journal of Data Science,2024-01-01,SCOPUS_ID:85195692601,1,True
Data Science Analysis Curricula: Academy Offers vs Professionals Learning Needs in Costa Rica,Benavides J.C.G.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85186763614,0,False
Data science deployment in healthcare systems to fight against the covid-19 pandemic,Ojha V.,IoT and Cloud Computing-Based Healthcare Information Systems,2023-07-07,SCOPUS_ID:85163184511,0,False
A Comparison of Hypothesis-Driven and Data-Driven Research: A Case Study in Multimodal Data Science in Gut-Brain Axis Research,Dreisbach C.,CIN - Computers Informatics Nursing,2023-07-01,SCOPUS_ID:85164267503,1,False
Introducing Data Science to Spanish Speaker Students Using the TCLab Arduino Kit,Quinchuela L.,"EDUNINE 2024 - 8th IEEE World Engineering Education Conference: Empowering Engineering Education: Breaking Barriers through Research and Innovation, Proceedings",2024-01-01,SCOPUS_ID:85191963252,0,False
Pricing and data science: The tale of two accidentally parallel transitions,Wallusch J.,Economics and Business Review,2023-04-01,SCOPUS_ID:85167981281,0,True
A Case Study of Enhancing the Data Science Capacity of an RCMI Program at a Historically Black Medical College,Wang Q.,International Journal of Environmental Research and Public Health,2023-03-01,SCOPUS_ID:85151653547,0,True
"8th IEEE/ACIS International Conference on Big Data, Cloud Computing, and Data Science Engineering, BCD 2023",,Studies in Computational Intelligence,2024-01-01,SCOPUS_ID:85189557982,0,False
Data-science-guided calibration curve prediction of an MLCT-based ee determination assay for chiral amines,Howard J.R.,Chem,2024-07-11,SCOPUS_ID:85197056209,2,False
Iterative Design of a Socially-Relevant and Engaging Middle School Data Science Unit,McKinney D.,SIGCSE 2024 - Proceedings of the 55th ACM Technical Symposium on Computer Science Education,2024-03-07,SCOPUS_ID:85189363575,1,False
Theory-Guided Data-Science for Battery Modeling: Insights from a Comparative Study,,"2024 IEEE 11th International Conference on Data Science and Advanced Analytics, DSAA 2024",2024-01-01,SCOPUS_ID:85209402890,0,False
Time-Evolving Data Science and Artificial Intelligence for Advanced Open Environmental Science (TAIAO) Programme,Koh Y.S.,IJCAI International Joint Conference on Artificial Intelligence,2024-01-01,SCOPUS_ID:85204303270,0,False
"Data science in medical field: advantages, challenges, and opportunities",Geetha S.,Data Science in the Medical Field,2024-01-01,SCOPUS_ID:85208900874,0,False
Insights and Innovations from the SSMCDAT 2023: Bridging Solid-State Materials Chemistry and Data Science,Sparks T.D.,Chemistry of Materials,2024-06-11,SCOPUS_ID:85196179092,0,True
"5th International Conference on Machine Learning, Image Processing, Network Security, and Data Sciences, MIND 2023",,Communications in Computer and Information Science,2024-01-01,SCOPUS_ID:85197283043,0,False
"German Medical Data Sciences 2024 - Health - Thinking, Researching and Acting Together: Proceedings of the 69th Annual Meeting of the German Association of Medical Informatics, Biometry, and Epidemiology, GMDS 2024",,Studies in Health Technology and Informatics,2024-08-30,SCOPUS_ID:85206587823,0,False
Using data science for sustainable development in higher education,Leal Filho W.,Sustainable Development,2024-02-01,SCOPUS_ID:85162631619,9,False
TEACHERS’ PERCEPTIONS ABOUT THE USE OF LEARNING MANAGEMENT SYSTEMS DURING THE COVID-19 PANDEMIC CONSIDERING DATA SCIENCE,SALAS-RUEDA R.A.,Turkish Online Journal of Distance Education,2024-01-01,SCOPUS_ID:85184899812,0,True
Challenges of Spatio-Temporal Trajectory Data Use: Focus Group Findings from the 1st International Summer School on Data Science for Mobility,Arslan M.,ACM International Conference Proceeding Series,2023-05-05,SCOPUS_ID:85161425123,1,False
"Data Science Applications, Approaches, and Challenges in Cognitive Radio-Based IoV Systems",Wahid M.A.,"Cognitive Radio-Based Internet of Vehicles: Architectures, Applications and Open Issues",2024-01-01,SCOPUS_ID:85207555663,0,False
"Editorial Introduction for the Special Series (Part I) on AI in Signal &amp; Data Science - Toward Explainable, Reliable, and Sustainable Machine Learning",Zhang X.P.,IEEE Journal on Selected Topics in Signal Processing,2024-01-01,SCOPUS_ID:85197789487,0,False
"Correction: The ‘PROTECT’ Essential Elements in Managing Crisis Data Policies (Data Science Journal, 23(1), p. 12. Available at: https://doi.org/10.5334/dsj-2024-012)",Zhang L.,Data Science Journal,2024-01-01,SCOPUS_ID:85203798979,0,True
Innovative applications of data science: NLP in travel and tourism industries,Marimuthu P.,Handbook of Research on Data Science and Cybersecurity Innovations in Industry 4.0 Technologies,2023-09-21,SCOPUS_ID:85174431136,0,False
Video-Based Bioinformatics Tutorials Developed as an Open Educational Resource to Improve Students’ Understanding and Practice in Data Science Analyses,Amtul Z.,Journal of Chemical Education,2024-08-13,SCOPUS_ID:85199701058,1,False
Assessing Factors and Simulating Innovation: A Study of Innovative Capacities Among Data Science Professionals in China,Zhang Y.,Journal of Applied Data Sciences,2023-09-01,SCOPUS_ID:85171652862,7,True
The Role of Data Science in Closing the Implementation Gap,King A.J.,Critical Care Clinics,2023-10-01,SCOPUS_ID:85152704933,4,False
"ACI 2023 - Workshop on Advances in Computational Intelligence, co-located with the 2nd International Conference on Artificial Intelligence and Data Science, ICAIDS 2023",,CEUR Workshop Proceedings,2024-01-01,SCOPUS_ID:85196532525,0,False
Guest Editorial: Data Science Driven Intelligent IoT,Ho P.H.,IEEE Internet of Things Magazine,2023-06-01,SCOPUS_ID:85193999562,0,True
Deciphering Market Dynamics: A Data Science and Machine Learning Approach Using Chaos Theory for Trend Prediction,Prabhakar K.,International Journal of Intelligent Systems and Applications in Engineering,2024-01-01,SCOPUS_ID:85182490066,0,False
MATILDA: Inclusive Data Science Pipelines Design through Computational Creativity,Vargas-Solar G.,CEUR Workshop Proceedings,2024-01-01,SCOPUS_ID:85188542197,0,False
Nonlinear regression models for software size estimation of Data Science and Machine Learning Java-applications,Oriekhov O.,CEUR Workshop Proceedings,2024-01-01,SCOPUS_ID:85197217634,0,False
A review of random forest-based feature selection methods for data science education and applications,Iranzad R.,International Journal of Data Science and Analytics,2024-01-01,SCOPUS_ID:85184222080,10,False
"Interdisciplinary application of machine learning, data science, and python for cricket analytics",Imdad H.,Advanced Interdisciplinary Applications of Machine Learning Python Libraries for Data Science,2023-09-13,SCOPUS_ID:85174349259,0,False
Information science: Why it is not data science,Seadle M.,Data and Information Management,2023-04-01,SCOPUS_ID:85150273454,2,True
Reproducible data science over data lakes: replayable data pipelines with Bauplan and Nessie,Tagliabue J.,"Proceedings of the 8th Workshop on Data Management for End-to-End Machine Learning, DEEM 2024 - In conjunction with the 2024 ACM SIGMOD/PODS Conference",2024-06-09,SCOPUS_ID:85196648037,0,False
An Introduction to Spatial Data Science with GeoDa: Volume 1 - Exploring Spatial Data,Anselin L.,An Introduction to Spatial Data Science with GeoDa: Volume 1 - Exploring Spatial Data,2024-01-01,SCOPUS_ID:85192611964,4,False
Data Science and Machine Learning Applications in Technology and Energy Management,Zakizadeh M.,"2024 20th CSI International Symposium on Artificial Intelligence and Signal Processing, AISP 2024",2024-01-01,SCOPUS_ID:85190370546,0,False
Book Club Model for Engaging with Data Science and Ethics: Using Weapons of Math Destruction,Vandegrift T.,SIGCSE 2024 - Proceedings of the 55th ACM Technical Symposium on Computer Science Education,2024-03-07,SCOPUS_ID:85189317741,0,True
Data science and environmental analytics for water for better health,Wu R.,Water Matters: Achieving the Sustainable Development Goals,2024-01-01,SCOPUS_ID:85205180818,1,False
An Empirical Analysis of Bank Capital Adequacy Ratio in Vietnam: A Data Science Approach Using System Generalized Method of Moments,Huy N.Q.,Journal of Applied Data Sciences,2024-01-01,SCOPUS_ID:85185138252,0,True
Supramolecular Catalyzed Cascade Reduction of Azaarenes Interrogated via Data Science,Treacy S.M.,Journal of the American Chemical Society,2024-10-30,SCOPUS_ID:85206918898,0,True
Data Science with Data Mining and Machine Learning A design science research approach,Duque J.,Procedia Computer Science,2024-01-01,SCOPUS_ID:85195425671,2,True
Health data science course for clinicians: Time to bridge the skills gap?,Naderi H.,Perfusion (United Kingdom),2024-01-01,SCOPUS_ID:85206076442,0,True
Data Science (Dataying) for Early Childhood,Malallah S.A.,"ASEE Annual Conference and Exposition, Conference Proceedings",2023-06-25,SCOPUS_ID:85172132310,1,False
"Data Science Applications in Circular Economy: Trends, Status, and Future",Zhao B.,Environmental Science and Technology,2024-04-16,SCOPUS_ID:85189504290,6,False
Perspectives of data science in preclinical safety assessment,Steger-Hartmann T.,Drug Discovery Today,2023-08-01,SCOPUS_ID:85161268194,8,False
AI-ML Trained Object Recognition System Development using Google Teachable Machine with the Help of Data Sciences,Prasad R.,"15th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2024",2024-01-01,SCOPUS_ID:85209133481,0,False
"Next Generation eHealth: Applied Data Science, Machine Learning and Extreme Computational Intelligence",Lytras M.D.,"Next Generation eHealth: Applied Data Science, Machine Learning and Extreme Computational Intelligence",2024-01-01,SCOPUS_ID:85209000399,0,False
A survey of some operations research and data sciences applications developed in the last 20 years at Argentinian and Chilean Universities,Durán G.,Annals of Operations Research,2024-01-01,SCOPUS_ID:85205905139,0,False
Embedding data science innovations in organizations: a new workflow approach,Li K.,Data-Centric Engineering,2023-11-03,SCOPUS_ID:85177873941,1,True
Challenges and Opportunities in Big Data Science to Address Health Inequities and Focus the HIV Response,Rucinski K.,Current HIV/AIDS Reports,2024-08-01,SCOPUS_ID:85196851356,0,True
State of Programming and Data Science Preparation in Civil Engineering Undergraduate Curricula,Grajdura S.,Journal of Civil Engineering Education,2023-04-01,SCOPUS_ID:85142343868,4,False
Esports analysis with data science,Nagdeote S.,AIP Conference Proceedings,2023-09-13,SCOPUS_ID:85176763646,0,False
Empowering Translational Health Data Science Capabilities in Population Health Management: A Case of Building a Data Competence Center,Lefebvre A.,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2024-01-01,SCOPUS_ID:85204628161,0,False
Computer Systems Analysis Focused on the Detection of Violence Against Women: Challenges in Data Science,Cruz-Mendoza M.C.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85194247588,0,False
Translational bioinformatics and data science for biomarker discovery in mental health: an analytical review,Bhuvaneshwar K.,Briefings in Bioinformatics,2024-03-01,SCOPUS_ID:85188190244,0,True
From clinical data management to clinical data science: Time for a new educational model,Ittenbach R.F.,Clinical and Translational Science,2023-08-01,SCOPUS_ID:85160060835,3,True
Selecting Top-k Data Science Models by Example Dataset,Wang M.,"International Conference on Information and Knowledge Management, Proceedings",2023-10-21,SCOPUS_ID:85178103392,2,False
Symmetrical and Asymmetrical Distributions in Statistics and Data Science,Johannssen A.,Symmetry,2023-12-01,SCOPUS_ID:85180504301,0,True
The Stanford Medicine data science ecosystem for clinical and translational research,Callahan A.,JAMIA Open,2023-10-01,SCOPUS_ID:85168776030,10,True
A feeling for the data: How government and nonprofit stakeholders negotiate value conflicts in data science approaches to ending homelessness,Slota S.C.,Journal of the Association for Information Science and Technology,2023-06-01,SCOPUS_ID:85139263756,3,False
Using Competition to Improve Students’ Learning in a Project-Based Learning Course: The Systemic Impacts of the Data Science Olympics,do Amaral J.A.A.,Journal of Problem Based Learning in Higher Education,2023-12-21,SCOPUS_ID:85180463037,0,True
NFDI4DSO: Towards a BFO Compliant Ontology for Data Science,Gesese G.A.,CEUR Workshop Proceedings,2024-01-01,SCOPUS_ID:85204717195,0,False
In the Mix: A Workshop Merging Computational Chemistry and Electrochemistry Alongside Data Science,Duke R.,Journal of Chemical Education,2024-11-12,SCOPUS_ID:85208938005,0,False
