title,author,publicationName,cover_date,scopus_id,cited_by_count,open_access,eid,aggregationType,affiliations,link,abstract
Influence of Microservice Design Patterns for Data Science Workflows,Schröer C.,Progress in IS,2024-01-01,SCOPUS_ID:85200437039,0,False,2-s2.0-85200437039,Book Series,"[{'name': 'Universität Oldenburg', 'city': 'Oldenburg', 'country': 'Germany'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85200437039&origin=inward,Failed to fetch page (status 429)
Editorial: Special issue on modern data science and applications,Kong L.,Statistics and its Interface,2024-01-01,SCOPUS_ID:85200373674,0,False,2-s2.0-85200373674,Journal,"[{'name': 'University of Alberta', 'city': 'Edmonton', 'country': 'Canada'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85200373674&origin=inward,Failed to fetch page (status 429)
Data Science for Photonics and Biophotonics,,Proceedings of SPIE - The International Society for Optical Engineering,2024-01-01,SCOPUS_ID:85200227513,0,False,2-s2.0-85200227513,Conference Proceeding,[],https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85200227513&origin=inward,Failed to fetch page (status 429)
Applied Data Science and Smart Systems,Singh J.,Applied Data Science and Smart Systems,2024-01-01,SCOPUS_ID:85200199385,0,True,2-s2.0-85200199385,Book,[],https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85200199385&origin=inward,Failed to fetch page (status 429)
Preface: Second International Conference on Applied Data Science and Smart Systems,,Applied Data Science and Smart Systems,2024-01-01,SCOPUS_ID:85200198733,0,False,2-s2.0-85200198733,Book,[],https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85200198733&origin=inward,Failed to fetch page (status 429)
"2nd IEEE International Conference on Data Science and Information System, ICDSIS 2024",,"2nd IEEE International Conference on Data Science and Information System, ICDSIS 2024",2024-01-01,SCOPUS_ID:85200105553,0,False,2-s2.0-85200105553,Conference Proceeding,[],https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85200105553&origin=inward,Failed to fetch page (status 429)
Exploring the Organizational Models for Data Science in Agile Software Development: Challenges and Strategies from a Multi-Case Study,Ulfsnes R.,Proceedings of the Annual Hawaii International Conference on System Sciences,2024-01-01,SCOPUS_ID:85199779367,0,False,2-s2.0-85199779367,Conference Proceeding,"[{'name': 'Norges Teknisk-Naturvitenskapelige Universitet', 'city': 'Trondheim', 'country': 'Norway'}, {'name': 'SINTEF Foundation for Scientific and Industrial Research', 'city': 'Trondheim', 'country': 'Norway'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199779367&origin=inward,Failed to fetch page (status 429)
Introduction to Data Science and Machine Learning to Support Business Decisions Mini-track,Delen D.,Proceedings of the Annual Hawaii International Conference on System Sciences,2024-01-01,SCOPUS_ID:85199761826,0,False,2-s2.0-85199761826,Conference Proceeding,"[{'name': 'Oklahoma State University', 'city': 'Main Campus', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199761826&origin=inward,Failed to fetch page (status 429)
Introducing Women to Data Science: Investigating the Gender Gap in a Learning Initiative on Kaggle,Twyman M.,Proceedings of the Annual Hawaii International Conference on System Sciences,2024-01-01,SCOPUS_ID:85199753819,0,False,2-s2.0-85199753819,Conference Proceeding,"[{'name': 'University of Southern California', 'city': 'Los Angeles', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199753819&origin=inward,Failed to fetch page (status 429)
A modular inquiry-based semester theme that integrates data science education and bioinformatics in protein structure function courses,Amtul Z.,FEMS Microbiology Letters,2024-01-01,SCOPUS_ID:85199711776,1,True,2-s2.0-85199711776,Journal,"[{'name': 'University of Windsor', 'city': 'Windsor', 'country': 'Canada'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199711776&origin=inward,Failed to fetch page (status 429)
Student Learning Based Data Science Assisted Recommendation System to Enhance Educational Institution Performance,Jyothi D.N.,International Journal of Intelligent Engineering and Systems,2024-01-01,SCOPUS_ID:85199686067,0,False,2-s2.0-85199686067,Journal,"[{'name': 'Chaitanya Bharathi Institute of Technology', 'city': 'Hyderabad', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199686067&origin=inward,Failed to fetch page (status 429)
"Data science and analytics, modeling, simulation, and issues of omics dataset",Kumar S.,"Integrative Omics: Concept, Methodology, and Application",2024-01-01,SCOPUS_ID:85199643828,0,False,2-s2.0-85199643828,Book,"[{'name': 'Bioinformatics Centre', 'city': 'Lucknow', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199643828&origin=inward,Failed to fetch page (status 429)
Enhancing Explainability in Mobility Data Science Through a Combination of Methods,Makridis G.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85199558146,0,False,2-s2.0-85199558146,Book Series,"[{'name': 'University of Piraeus', 'city': 'Piraeus', 'country': 'Greece'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199558146&origin=inward,Failed to fetch page (status 429)
Predictive Modeling and Decision-Making in Data Science: A Comparative Study,Valli L.N.,"5th International Conference on Recent Trends in Computer Science and Technology, ICRTCST 2024 - Proceedings",2024-01-01,SCOPUS_ID:85199317090,0,False,2-s2.0-85199317090,Conference Proceeding,"[{'name': 'Standard Chartered Global Business Services Sdn Bhd.', 'city': 'Kuala Lumpur', 'country': 'Malaysia'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199317090&origin=inward,Failed to fetch page (status 429)
Data Science: Machine Learning and Multivariate Analysis in Learning Styles,Máiquez D.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85199217712,0,False,2-s2.0-85199217712,Book Series,"[{'name': 'Instituto Tecnológico Universitario ISMAC', 'city': 'Quito', 'country': 'Ecuador'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199217712&origin=inward,Failed to fetch page (status 429)
Determination of Hyperparameters in the Development of a Frost Predictive Model with Data Science,Masanet M.I.,Communications in Computer and Information Science,2024-01-01,SCOPUS_ID:85199192209,0,False,2-s2.0-85199192209,Book Series,"[{'name': 'Universidad Nacional de San Juan', 'city': 'San Juan', 'country': 'Argentina'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199192209&origin=inward,Failed to fetch page (status 429)
Use of Digital Tools Contributing to the Digital Transition in Engineering and Data Science Courses,Cardoso A.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85199153567,0,False,2-s2.0-85199153567,Book Series,"[{'name': 'University of Coimbra, Centre for Informatics and System', 'city': 'Coimbra', 'country': 'Portugal'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199153567&origin=inward,Failed to fetch page (status 429)
Formally Verifying Data Science Systems with a Sound an Correct Formalism,Asteasuain F.,Communications in Computer and Information Science,2024-01-01,SCOPUS_ID:85199149960,0,False,2-s2.0-85199149960,Book Series,"[{'name': 'Universidad Nacional de Avellaneda', 'city': 'Avellaneda', 'country': 'Argentina'}, {'name': 'Universidad Abierta Interamericana', 'city': 'Buenos Aires', 'country': 'Argentina'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199149960&origin=inward,Failed to fetch page (status 429)
"2nd Southwest Data Science Conference, SDSC 2023",,Communications in Computer and Information Science,2024-01-01,SCOPUS_ID:85199147315,0,False,2-s2.0-85199147315,Book Series,[],https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199147315&origin=inward,Failed to fetch page (status 429)
Development of a Modularized Undergraduate Data Science and Big Data Curricular Using No-Code Software Development Tools,Mafukidze H.D.,IEEE Access,2024-01-01,SCOPUS_ID:85199024681,0,True,2-s2.0-85199024681,Journal,"[{'name': 'Midlands State University Zimbabwe', 'city': 'Gweru', 'country': 'Zimbabwe'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199024681&origin=inward,Failed to fetch page (status 429)
Preface: modern data science technologies workshop,Emmerich M.,CEUR Workshop Proceedings,2024-01-01,SCOPUS_ID:85198984811,0,False,2-s2.0-85198984811,Conference Proceeding,"[{'name': 'University of Jyväskylä', 'city': 'Jyvaskyla', 'country': 'Finland'}, {'name': 'Universiteit Leiden', 'city': 'Leiden', 'country': 'Netherlands'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85198984811&origin=inward,Failed to fetch page (status 429)
MoDaST 2024 - Proceedings of the Modern Data Science Technologies Workshop,,CEUR Workshop Proceedings,2024-01-01,SCOPUS_ID:85198937420,0,False,2-s2.0-85198937420,Conference Proceeding,[],https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85198937420&origin=inward,Failed to fetch page (status 429)
Integration of data science with product design towards data-driven design,Liu A.,CIRP Annals,2024-01-01,SCOPUS_ID:85198753145,0,True,2-s2.0-85198753145,Journal,"[{'name': 'UNSW Sydney', 'city': 'Sydney', 'country': 'Australia'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85198753145&origin=inward,Failed to fetch page (status 429)
Vibration Monitoring of Historical Towers: New Contributions from Data Science,Girardi M.,Lecture Notes in Civil Engineering,2024-01-01,SCOPUS_ID:85198738374,0,False,2-s2.0-85198738374,Book Series,"[{'name': ""Istituto di Scienza e Tecnologie dell'Informazione A. Faedo"", 'city': 'Pisa', 'country': 'Italy'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85198738374&origin=inward,Failed to fetch page (status 429)
"Proceedings - 2024 7th International Women in Data Science Conference at Prince Sultan University, WiDS-PSU 2024",,"Proceedings - 2024 7th International Women in Data Science Conference at Prince Sultan University, WiDS-PSU 2024",2024-01-01,SCOPUS_ID:85198622223,0,False,2-s2.0-85198622223,Conference Proceeding,[],https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85198622223&origin=inward,Failed to fetch page (status 429)
Fostering the Development of Earth Data Science Skills in a Diverse Community of Online Learners: A Case Study of the Earth Data Science Corps,Quarderer N.A.,Journal of Statistics and Data Science Education,2024-01-01,SCOPUS_ID:85198518626,0,True,2-s2.0-85198518626,Journal,"[{'name': 'Cooperative Institute for Research in Environmental Sciences', 'city': 'Boulder', 'country': 'United States'}, {'name': 'University of Colorado Boulder', 'city': 'Boulder', 'country': 'United States'}, {'name': 'The Environmental Data Science Innovation and Inclusion Lab (ESIIL)', 'city': 'Boulder', 'country': 'United States'}, {'name': 'Earth Observing Laboratory', 'city': 'Boulder', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85198518626&origin=inward,Failed to fetch page (status 429)
Data science career preference of Nigeria University students,Olatokun W.M.,Education and Information Technologies,2024-01-01,SCOPUS_ID:85198392686,0,False,2-s2.0-85198392686,Journal,"[{'name': 'University of Ibadan', 'city': 'Ibadan', 'country': 'Nigeria'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85198392686&origin=inward,Failed to fetch page (status 429)
Perception and trends towards research and technological development in the avocado value chain using data science tools,Cáceres-Zambrano J.,Revista Ceres,2024-01-01,SCOPUS_ID:85197938986,0,True,2-s2.0-85197938986,Journal,"[{'name': 'Universidad Nacional de Colombia', 'city': 'Bogota', 'country': 'Colombia'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197938986&origin=inward,Failed to fetch page (status 429)
ICCDS 2024 - International Conference on Computing and Data Science,,ICCDS 2024 - International Conference on Computing and Data Science,2024-01-01,SCOPUS_ID:85197848879,0,False,2-s2.0-85197848879,Conference Proceeding,[],https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197848879&origin=inward,Failed to fetch page (status 429)
"Editorial Introduction for the Special Series (Part I) on AI in Signal &amp; Data Science - Toward Explainable, Reliable, and Sustainable Machine Learning",Zhang X.P.,IEEE Journal on Selected Topics in Signal Processing,2024-01-01,SCOPUS_ID:85197789487,0,False,2-s2.0-85197789487,Journal,"[{'name': 'Tsinghua University', 'city': 'Beijing', 'country': 'China'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197789487&origin=inward,Failed to fetch page (status 429)
Assessment and Continuous Improvement of an Undergraduate Data Science Program,Clark N.,American Statistician,2024-01-01,SCOPUS_ID:85197673408,0,False,2-s2.0-85197673408,Journal,"[{'name': 'The U.S. Military Academy at West Point', 'city': 'West Point', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197673408&origin=inward,Failed to fetch page (status 429)
TREADS: Target Research for Anti-epileptic Drugs Using Data Science,Chintalapati J.,Neurology India,2024-01-01,SCOPUS_ID:85197660408,0,False,2-s2.0-85197660408,Journal,"[{'name': 'No.1', 'city': 'Bengaluru', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197660408&origin=inward,Failed to fetch page (status 429)
Applying data science to gauge virtual assistants' impact on students' well-being during the pandemic,Morande S.,International Journal of Applied Decision Sciences,2024-01-01,SCOPUS_ID:85197588195,0,False,2-s2.0-85197588195,Journal,"[{'name': 'Università degli Studi di Napoli Federico II', 'city': 'Naples', 'country': 'Italy'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197588195&origin=inward,Failed to fetch page (status 429)
"Data Science Tasks Implemented with Scripts versus GUI-Based Workflows: The Good, the Bad, and the Ugly",Taylor A.K.,"Proceedings - 2024 IEEE 40th International Conference on Data Engineering Workshops, ICDEW 2024",2024-01-01,SCOPUS_ID:85197356386,0,False,2-s2.0-85197356386,Conference Proceeding,"[{'name': 'University of California, Los Angeles', 'city': 'Los Angeles', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197356386&origin=inward,Failed to fetch page (status 429)
Design and Development of a Provenance Capture Platform for Data Science,Gregori L.,"Proceedings - 2024 IEEE 40th International Conference on Data Engineering Workshops, ICDEW 2024",2024-01-01,SCOPUS_ID:85197335947,0,False,2-s2.0-85197335947,Conference Proceeding,"[{'name': 'Università degli Studi Roma Tre', 'city': 'Rome', 'country': 'Italy'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197335947&origin=inward,Failed to fetch page (status 429)
"5th International Conference on Machine Learning, Image Processing, Network Security, and Data Sciences, MIND 2023",,Communications in Computer and Information Science,2024-01-01,SCOPUS_ID:85197283043,0,False,2-s2.0-85197283043,Book Series,[],https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197283043&origin=inward,Failed to fetch page (status 429)
"International Conference on Data Science, Computation and Security, IDSCS 2023",,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85197273989,0,False,2-s2.0-85197273989,Book Series,[],https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197273989&origin=inward,Failed to fetch page (status 429)
Nonlinear regression models for software size estimation of Data Science and Machine Learning Java-applications,Oriekhov O.,CEUR Workshop Proceedings,2024-01-01,SCOPUS_ID:85197217634,0,False,2-s2.0-85197217634,Conference Proceeding,"[{'name': 'Admiral Makarov National University of Shipbuilding', 'city': 'Mykolaiv', 'country': 'Ukraine'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197217634&origin=inward,Failed to fetch page (status 429)
Industrial Data Science for Batch Manufacturing,Vallerio M.,Computer Aided Chemical Engineering,2024-01-01,SCOPUS_ID:85196865169,0,False,2-s2.0-85196865169,Book Series,"[{'name': 'Solvay S.A.', 'city': 'Brussels', 'country': 'Belgium'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85196865169&origin=inward,Failed to fetch page (status 429)
The Integral Significance of Data Science in Startup Ecosystems,Maurya S.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85196857307,0,False,2-s2.0-85196857307,Book Series,"[{'name': 'Symbiosis International (Deemed University)', 'city': 'Pune', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85196857307&origin=inward,Failed to fetch page (status 429)
From secondary data to Population Data Science: remembering 40 years of scientific production within CSP pages,Coeli C.M.,Cadernos de Saude Publica,2024-01-01,SCOPUS_ID:85196852515,1,True,2-s2.0-85196852515,Journal,"[{'name': 'Universidade Federal do Rio de Janeiro', 'city': 'Rio de Janeiro', 'country': 'Brazil'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85196852515&origin=inward,Failed to fetch page (status 429)
A study to identify requirements for a workplace learning environment in data science,Fernando C.,"Proceedings - International Research Conference on Smart Computing and Systems Engineering, SCSE 2024",2024-01-01,SCOPUS_ID:85196714605,0,False,2-s2.0-85196714605,Conference Proceeding,"[{'name': 'Curtin University', 'city': 'Perth', 'country': 'Australia'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85196714605&origin=inward,Failed to fetch page (status 429)
Data Science Application on Six Sigma: Global Survey Findings,Belem A.C.,International Conference on Quality Engineering and Management,2024-01-01,SCOPUS_ID:85196707692,0,False,2-s2.0-85196707692,Conference Proceeding,"[{'name': 'Universidade do Minho', 'city': 'Braga', 'country': 'Portugal'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85196707692&origin=inward,Failed to fetch page (status 429)
The role of artificial intelligence and data science in nanoparticles development: a review,Silveira R.F.,Nanomedicine,2024-01-01,SCOPUS_ID:85196641230,2,False,2-s2.0-85196641230,Journal,"[{'name': 'Universidade de Brasília', 'city': 'Brasilia', 'country': 'Brazil'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85196641230&origin=inward,Failed to fetch page (status 429)
Integration of Data Science and Artificial Intelligence for Effective Online Supply Chain Recommendation System,Amin R.,"Proceedings - 2nd International Conference on Advancement in Computation and Computer Technologies, InCACCT 2024",2024-01-01,SCOPUS_ID:85196615463,0,False,2-s2.0-85196615463,Conference Proceeding,"[{'name': 'Chandigarh University', 'city': 'Mohali', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85196615463&origin=inward,Failed to fetch page (status 429)
"ACI 2023 - Workshop on Advances in Computational Intelligence, co-located with the 2nd International Conference on Artificial Intelligence and Data Science, ICAIDS 2023",,CEUR Workshop Proceedings,2024-01-01,SCOPUS_ID:85196532525,0,False,2-s2.0-85196532525,Conference Proceeding,[],https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85196532525&origin=inward,Failed to fetch page (status 429)
The role of data science and data analytics for innovation: a literature review,Natividade Joergensen P.,Journal of Business Analytics,2024-01-01,SCOPUS_ID:85196367081,0,True,2-s2.0-85196367081,Journal,"[{'name': 'Aarhus Universitet', 'city': 'Aarhus', 'country': 'Denmark'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85196367081&origin=inward,Failed to fetch page (status 429)
On the relation between data science and statistics,Meister A.,Statistics,2024-01-01,SCOPUS_ID:85196324592,0,False,2-s2.0-85196324592,Journal,"[{'name': 'Universität Rostock', 'city': 'Rostock', 'country': 'Germany'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85196324592&origin=inward,Failed to fetch page (status 429)
New Analytic Framework of Public Mental Health Predection Using Data Science,Simpson S.V.,"Proceedings of the 2024 10th International Conference on Communication and Signal Processing, ICCSP 2024",2024-01-01,SCOPUS_ID:85195995119,0,False,2-s2.0-85195995119,Conference Proceeding,"[{'name': 'Madanapalle Institute of Technology &amp; Science', 'city': 'Madanapalle', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85195995119&origin=inward,Failed to fetch page (status 429)
Foundations of Data Science with Python,Shea J.M.,Foundations of Data Science with Python,2024-01-01,SCOPUS_ID:85195941061,0,False,2-s2.0-85195941061,Book,"[{'name': 'Herbert Wertheim College of Engineering', 'city': 'Gainesville', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85195941061&origin=inward,Failed to fetch page (status 429)
The (Un)Answered Question: A Data Science Powered Music Experiment,von Kurnatowski L.,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2024-01-01,SCOPUS_ID:85195825267,0,False,2-s2.0-85195825267,Book Series,"[{'name': 'Deutsches Zentrum für Luft- und Raumfahrt (DLR)', 'city': 'Koln', 'country': 'Germany'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85195825267&origin=inward,Failed to fetch page (status 429)
Towards Low Distortion Airborne Optical Turrets: Leveraging Computational Aero-Optics and Data-Science Methods,Weidenfeld M.,"63rd Israel Annual Conference on Aerospace Sciences, IACAS 2024",2024-01-01,SCOPUS_ID:85195810202,0,False,2-s2.0-85195810202,Conference Proceeding,"[{'name': 'Land and IMI division', 'city': 'Ramat Hasharon', 'country': 'Israel'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85195810202&origin=inward,Failed to fetch page (status 429)
Interdisciplinary Approaches to Teaching Communication and Ethics in Data Science: A Case Study,Thatcher S.,Journal of Data Science,2024-01-01,SCOPUS_ID:85195692601,1,True,2-s2.0-85195692601,Journal,"[{'name': 'Truman State University', 'city': 'Kirksville', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85195692601&origin=inward,Failed to fetch page (status 429)
"Editorial: Inquire, Investigate, Implement, Innovate – Symposium on Data Science and Statistics 2023",Dodwell E.,Journal of Data Science,2024-01-01,SCOPUS_ID:85195682230,0,True,2-s2.0-85195682230,Journal,"[{'name': 'AT&amp;T Inc.', 'city': 'San Antonio', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85195682230&origin=inward,Failed to fetch page (status 429)
Data Science with Data Mining and Machine Learning A design science research approach,Duque J.,Procedia Computer Science,2024-01-01,SCOPUS_ID:85195425671,2,True,2-s2.0-85195425671,Conference Proceeding,"[{'name': 'Instituto Politécnico de Gestão e Tecnologia', 'city': 'Vila Nova de Gaia', 'country': 'Portugal'}, {'name': 'COPELABS, Lusófona University', 'city': 'Lisbon', 'country': 'Portugal'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85195425671&origin=inward,Failed to fetch page (status 429)
AgriAI: Revolutionizing Agriculture with Data Science,Raut N.B.,"Proceedings of the 2nd IEEE International Conference on Networking and Communications 2024, ICNWC 2024",2024-01-01,SCOPUS_ID:85195420840,0,False,2-s2.0-85195420840,Conference Proceeding,"[{'name': 'KPR Institute of Engineering and Technology', 'city': 'Coimbatore', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85195420840&origin=inward,Failed to fetch page (status 429)
An Introduction to Spatial Data Science with GeoDa: Volume 2 - Clustering Spatial Data,Anselin L.,An Introduction to Spatial Data Science with GeoDa: Volume 2 - Clustering Spatial Data,2024-01-01,SCOPUS_ID:85195348962,1,False,2-s2.0-85195348962,Book,"[{'name': 'Center for Spatial Data Science', 'city': 'Chicago', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85195348962&origin=inward,Failed to fetch page (status 429)
"Exploring Changes in Public Opinion, Political Campaigns, and Political Behavior Through Data Science and Machine Learning",Singh L.,"2nd International Conference on Artificial Intelligence and Machine Learning Applications: Healthcare and Internet of Things, AIMLA 2024",2024-01-01,SCOPUS_ID:85195135589,0,False,2-s2.0-85195135589,Conference Proceeding,"[{'name': 'Chandigarh University', 'city': 'Mohali', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85195135589&origin=inward,Failed to fetch page (status 429)
Data Science in Military Decision-Making: Foci and Gaps,Meerveld H.,Global Society,2024-01-01,SCOPUS_ID:85195123622,0,True,2-s2.0-85195123622,Journal,"[{'name': 'Tilburg School of Humanities and Digital Sciences', 'city': 'Tilburg', 'country': 'Netherlands'}, {'name': 'Netherlands Defence Academy', 'city': 'Breda', 'country': 'Netherlands'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85195123622&origin=inward,Failed to fetch page (status 429)
Editorial: Applied data science in psychology,Delgado-Gómez D.,Frontiers in Psychology,2024-01-01,SCOPUS_ID:85195064016,0,True,2-s2.0-85195064016,Journal,"[{'name': 'Universidad Carlos III de Madrid', 'city': 'Getafe', 'country': 'Spain'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85195064016&origin=inward,Failed to fetch page (status 429)
A day in the life of a chief data science officer and co-founder of Ignota Labs,Hosseini-Gerami L.,Biochemist,2024-01-01,SCOPUS_ID:85194912429,0,True,2-s2.0-85194912429,Journal,[],https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85194912429&origin=inward,Failed to fetch page (status 429)
Challenges in the application of data science,Riesener M.,WT Werkstattstechnik,2024-01-01,SCOPUS_ID:85194703094,0,True,2-s2.0-85194703094,Journal,"[{'name': 'Rheinisch-Westfälische Technische Hochschule Aachen', 'city': 'Aachen', 'country': 'Germany'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85194703094&origin=inward,Failed to fetch page (status 429)
Two-phase data science framework for compensation of the friction force in CNC machines,Cheng Y.H.,International Journal of Computer Integrated Manufacturing,2024-01-01,SCOPUS_ID:85194554948,0,False,2-s2.0-85194554948,Journal,"[{'name': 'National Cheng Kung University', 'city': 'Tainan', 'country': 'Taiwan'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85194554948&origin=inward,Failed to fetch page (status 429)
Deep and shallow data science for multi-scale optical neuroscience,Mishne G.,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,2024-01-01,SCOPUS_ID:85194362296,0,True,2-s2.0-85194362296,Conference Proceeding,"[{'name': 'Electrical and Computer Engineering Department', 'city': 'La Jolla', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85194362296&origin=inward,Failed to fetch page (status 429)
Computer Systems Analysis Focused on the Detection of Violence Against Women: Challenges in Data Science,Cruz-Mendoza M.C.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85194247588,0,False,2-s2.0-85194247588,Book Series,"[{'name': 'Tecnológico Nacional de México', 'city': 'Mexico City', 'country': 'Mexico'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85194247588&origin=inward,Failed to fetch page (status 429)
A Graph-Based Approach for Searching and Visualizing of Resources and Concepts in Data Science,Morales-Quezada D.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85194239239,0,False,2-s2.0-85194239239,Book Series,"[{'name': 'Universidad Técnica Particular de Loja', 'city': 'Loja', 'country': 'Ecuador'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85194239239&origin=inward,Failed to fetch page (status 429)
Computability of optimizers for AI and data science,Lee Y.,Handbook of Numerical Analysis,2024-01-01,SCOPUS_ID:85194175000,0,False,2-s2.0-85194175000,Book Series,"[{'name': 'Ludwig-Maximilians-Universität München', 'city': 'Munich', 'country': 'Germany'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85194175000&origin=inward,Failed to fetch page (status 429)
"Back to the Future: Visualization of Development, Problems and Prospects of Artificial Intelligence, Data Science, Quantum Computing",Tsaregorodtsev A.V.,Scientific Visualization,2024-01-01,SCOPUS_ID:85194091439,0,True,2-s2.0-85194091439,Journal,"[{'name': 'Financial University under the Government of the Russian Federation', 'city': 'Moscow', 'country': 'Russian Federation'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85194091439&origin=inward,Failed to fetch page (status 429)
